Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo Juli 2022,Chrome 103.0.5060.114,,,2022-07-14 09:17:57,2022-07-14 09:19:25,1m - 28.340s,FAILED
,,,,,,,
Test Cases/SKT ERP/Production/2 - 2A_ Verify Calculated Values in Work Order (box partisi1 partisi2),Chrome 103.0.5060.114,,,2022-07-14 09:17:57,2022-07-14 09:19:25,1m - 28.048s,FAILED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-14 09:17:58,2022-07-14 09:18:01,3.116s,PASSED
"navigateToUrl(""http://localhost:3001/login"")",Chrome 103.0.5060.114,,,2022-07-14 09:18:01,2022-07-14 09:18:03,2.715s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_username""), ""devshelly"")",Chrome 103.0.5060.114,,,2022-07-14 09:18:03,2022-07-14 09:18:04,0.954s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_password""), ""bD8Rq1FIAurX2vfab/lFTQ=="")",Chrome 103.0.5060.114,,,2022-07-14 09:18:04,2022-07-14 09:18:05,0.617s,PASSED
maximizeWindow(),Chrome 103.0.5060.114,,,2022-07-14 09:18:05,2022-07-14 09:18:05,0.174s,PASSED
driver = getWebDriver(),Chrome 103.0.5060.114,,,2022-07-14 09:18:05,2022-07-14 09:18:05,0.033s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/button_login""))",Chrome 103.0.5060.114,,,2022-07-14 09:18:05,2022-07-14 09:18:06,0.502s,PASSED
"noSalesOrder = ""tesround""",Chrome 103.0.5060.114,,,2022-07-14 09:18:06,2022-07-14 09:18:06,0.000s,PASSED
newQty = 100,Chrome 103.0.5060.114,,,2022-07-14 09:18:06,2022-07-14 09:18:06,0.001s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.114,,,2022-07-14 09:18:06,2022-07-14 09:18:10,3.777s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Tab Release Sales Order""))",Chrome 103.0.5060.114,,,2022-07-14 09:18:10,2022-07-14 09:18:11,1.226s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Button Filters""))",Chrome 103.0.5060.114,,,2022-07-14 09:18:11,2022-07-14 09:18:38,27.266s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Filters by No SO""))",Chrome 103.0.5060.114,,,2022-07-14 09:18:38,2022-07-14 09:18:39,0.515s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Filters by No SO""), noSalesOrder)",Chrome 103.0.5060.114,,,2022-07-14 09:18:39,2022-07-14 09:18:39,0.852s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/button Search in Filters""))",Chrome 103.0.5060.114,,,2022-07-14 09:18:39,2022-07-14 09:18:40,0.687s,PASSED
"scrollToElement(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/button Search in Filters""), 30)",Chrome 103.0.5060.114,,,2022-07-14 09:18:40,2022-07-14 09:18:41,1.087s,PASSED
delay(3),Chrome 103.0.5060.114,,,2022-07-14 09:18:41,2022-07-14 09:18:44,3.062s,PASSED
"Table = driver.findElement(By.xpath(""/html[1]/body[1]/div[1]/div[1]/main[1]/section[1]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]/table[1]/tbody[1]""))",Chrome 103.0.5060.114,,,2022-07-14 09:18:44,2022-07-14 09:18:45,0.341s,PASSED
"rows_table = Table.findElements(By.tagName(""tr""))",Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.307s,PASSED
rows_count = rows_table.size(),Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.002s,PASSED
isiTable = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
outkrts = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
corr = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
beratbox = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
beratorder = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
berattrim = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
BeratSubstance1 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
BeratSubstance2 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
BeratSubstance3 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
BeratSubstance4 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
BeratSubstance5 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.001s,PASSED
noSPKperItem = new java.util.ArrayList(),Chrome 103.0.5060.114,,,2022-07-14 09:18:45,2022-07-14 09:18:45,0.002s,PASSED
"for ([row = 0, row < rows_count, (row++)])",Chrome 103.0.5060.114,Loop will execute for all the rows of the table,,2022-07-14 09:18:45,2022-07-14 09:18:46,0.603s,PASSED
allValues = new java.util.ArrayList(),Chrome 103.0.5060.114,,,2022-07-14 09:18:46,2022-07-14 09:18:46,0.001s,PASSED
array_count = noSPKperItem.size(),Chrome 103.0.5060.114,,,2022-07-14 09:18:46,2022-07-14 09:18:46,0.000s,PASSED
"for ([arr = 0, arr < array_count, (arr++)])",Chrome 103.0.5060.114,,,2022-07-14 09:18:46,2022-07-14 09:19:24,38.473s,PASSED
qty = newQty,Chrome 103.0.5060.114,,,2022-07-14 09:19:24,2022-07-14 09:19:24,0.001s,PASSED
