Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo 28 Juni 2022,Chrome 103.0.5060.66,,,2022-06-28 08:17:31,2022-06-28 08:21:27,3m - 55.667s,PASSED
,,,,,,,
Test Cases/Demo 28 Juni 2022/Create Sales Order with 11prct PPN (Box Layer),Chrome 103.0.5060.66,,,2022-06-28 08:17:32,2022-06-28 08:18:35,1m - 3.248s,PASSED
"openBrowser("""")",Chrome 103.0.5060.66,,,2022-06-28 08:17:32,2022-06-28 08:17:36,3.455s,PASSED
"navigateToUrl(""http://localhost:3001/login"")",Chrome 103.0.5060.66,,,2022-06-28 08:17:36,2022-06-28 08:17:39,2.806s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_username""), ""devshelly"")",Chrome 103.0.5060.66,,,2022-06-28 08:17:39,2022-06-28 08:17:40,0.997s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_password""), ""bD8Rq1FIAurX2vfab/lFTQ=="")",Chrome 103.0.5060.66,,,2022-06-28 08:17:40,2022-06-28 08:17:40,0.565s,PASSED
maximizeWindow(),Chrome 103.0.5060.66,,,2022-06-28 08:17:40,2022-06-28 08:17:40,0.167s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/button_login""))",Chrome 103.0.5060.66,,,2022-06-28 08:17:40,2022-06-28 08:17:41,0.519s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.66,,,2022-06-28 08:17:41,2022-06-28 08:17:52,10.574s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Tab Sales Order""))",Chrome 103.0.5060.66,,,2022-06-28 08:17:52,2022-06-28 08:17:52,0.950s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Add New Sales Order""))",Chrome 103.0.5060.66,,,2022-06-28 08:17:52,2022-06-28 08:18:05,12.217s,PASSED
"no_Sales_order_box_layer = ""bxnkglytscs""",Chrome 103.0.5060.66,,,2022-06-28 08:18:05,2022-06-28 08:18:05,0.001s,PASSED
noSalesOrderBoxLayer = no_Sales_order_box_layer,Chrome 103.0.5060.66,,,2022-06-28 08:18:05,2022-06-28 08:18:05,0.437s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Input No Sales Order""), no_Sales_order_box_layer)",Chrome 103.0.5060.66,,,2022-06-28 08:18:05,2022-06-28 08:18:06,1.319s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Sales Person""), ""sujadi"")",Chrome 103.0.5060.66,,,2022-06-28 08:18:06,2022-06-28 08:18:07,0.994s,PASSED
delay(3),Chrome 103.0.5060.66,,,2022-06-28 08:18:07,2022-06-28 08:18:11,3.067s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Sales/303 - Sujadi""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:11,2022-06-28 08:18:11,0.453s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Customer Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:11,2022-06-28 08:18:11,0.527s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Customer""), ""pinrang"")",Chrome 103.0.5060.66,,,2022-06-28 08:18:11,2022-06-28 08:18:12,0.976s,PASSED
delay(3),Chrome 103.0.5060.66,,,2022-06-28 08:18:12,2022-06-28 08:18:15,3.009s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Customer/PT Pinrang Pantai Indah""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:15,2022-06-28 08:18:16,0.504s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Billing Address Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:16,2022-06-28 08:18:17,0.579s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Address/Billing Address PT Pinrang Pantai Indah""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:17,2022-06-28 08:18:17,0.595s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Shipping Address Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:17,2022-06-28 08:18:18,0.557s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Address/Shipping Address PT Pinrang Pantai Indah""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:18,2022-06-28 08:18:18,0.606s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/i_tambah item""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:18,2022-06-28 08:18:19,0.914s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Type Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:19,2022-06-28 08:18:20,0.476s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Tipe Box""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:20,2022-06-28 08:18:20,0.753s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/MasterCard Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:20,2022-06-28 08:18:21,0.578s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Mastercard/PT Pinrang Pantai Indah (10849 - 008420 - DUS CARMEL MOONCAKE - K150 0 0 M1)""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:21,2022-06-28 08:18:22,0.744s,PASSED
"qty = ""100""",Chrome 103.0.5060.66,,,2022-06-28 08:18:22,2022-06-28 08:18:22,0.001s,PASSED
qtySalesOrderBoxLayer = qty,Chrome 103.0.5060.66,,,2022-06-28 08:18:22,2022-06-28 08:18:22,0.001s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Quantity""), qty)",Chrome 103.0.5060.66,,,2022-06-28 08:18:22,2022-06-28 08:18:23,1.265s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Unit Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:18:23,2022-06-28 08:18:24,0.573s,PASSED
