Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo Juli 2022,Chrome 103.0.5060.114,,,2022-07-14 09:04:41,2022-07-14 09:05:59,1m - 18.049s,FAILED
,,,,,,,
Test Cases/SKT ERP/Production/2 - 2A_ Verify Calculated Values in Work Order (box partisi1 partisi2),Chrome 103.0.5060.114,,,2022-07-14 09:04:41,2022-07-14 09:05:59,1m - 17.708s,FAILED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-14 09:04:42,2022-07-14 09:04:46,3.584s,PASSED
"navigateToUrl(""http://localhost:3001/login"")",Chrome 103.0.5060.114,,,2022-07-14 09:04:46,2022-07-14 09:04:47,1.773s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_username""), ""devshelly"")",Chrome 103.0.5060.114,,,2022-07-14 09:04:47,2022-07-14 09:04:48,0.923s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_password""), ""bD8Rq1FIAurX2vfab/lFTQ=="")",Chrome 103.0.5060.114,,,2022-07-14 09:04:48,2022-07-14 09:04:49,0.561s,PASSED
maximizeWindow(),Chrome 103.0.5060.114,,,2022-07-14 09:04:49,2022-07-14 09:04:49,0.157s,PASSED
driver = getWebDriver(),Chrome 103.0.5060.114,,,2022-07-14 09:04:49,2022-07-14 09:04:49,0.028s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/button_login""))",Chrome 103.0.5060.114,,,2022-07-14 09:04:49,2022-07-14 09:04:50,0.481s,PASSED
"noSalesOrder = ""tesround""",Chrome 103.0.5060.114,,,2022-07-14 09:04:50,2022-07-14 09:04:50,0.001s,PASSED
newQty = 100,Chrome 103.0.5060.114,,,2022-07-14 09:04:50,2022-07-14 09:04:50,0.000s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.114,,,2022-07-14 09:04:50,2022-07-14 09:04:52,2.662s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Tab Release Sales Order""))",Chrome 103.0.5060.114,,,2022-07-14 09:04:52,2022-07-14 09:04:54,1.295s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Button Filters""))",Chrome 103.0.5060.114,,,2022-07-14 09:04:54,2022-07-14 09:05:12,18.190s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Filters by No SO""))",Chrome 103.0.5060.114,,,2022-07-14 09:05:12,2022-07-14 09:05:12,0.532s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Filters by No SO""), noSalesOrder)",Chrome 103.0.5060.114,,,2022-07-14 09:05:12,2022-07-14 09:05:13,0.961s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/button Search in Filters""))",Chrome 103.0.5060.114,,,2022-07-14 09:05:13,2022-07-14 09:05:14,0.692s,PASSED
"scrollToElement(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/button Search in Filters""), 30)",Chrome 103.0.5060.114,,,2022-07-14 09:05:14,2022-07-14 09:05:15,1.380s,PASSED
delay(3),Chrome 103.0.5060.114,,,2022-07-14 09:05:15,2022-07-14 09:05:18,3.040s,PASSED
"Table = driver.findElement(By.xpath(""/html[1]/body[1]/div[1]/div[1]/main[1]/section[1]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]/table[1]/tbody[1]""))",Chrome 103.0.5060.114,,,2022-07-14 09:05:18,2022-07-14 09:05:19,0.340s,PASSED
"rows_table = Table.findElements(By.tagName(""tr""))",Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.273s,PASSED
rows_count = rows_table.size(),Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.002s,PASSED
isiTable = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.001s,PASSED
outkrts = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.001s,PASSED
corr = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.000s,PASSED
beratbox = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.000s,PASSED
beratorder = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.000s,PASSED
berattrim = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.003s,PASSED
BeratSubstance1 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.000s,PASSED
BeratSubstance2 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.000s,PASSED
BeratSubstance3 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.004s,PASSED
BeratSubstance4 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.000s,PASSED
BeratSubstance5 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.000s,PASSED
noSPKperItem = new java.util.ArrayList(),Chrome 103.0.5060.114,,,2022-07-14 09:05:19,2022-07-14 09:05:19,0.000s,PASSED
"for ([row = 0, row < rows_count, (row++)])",Chrome 103.0.5060.114,Loop will execute for all the rows of the table,,2022-07-14 09:05:19,2022-07-14 09:05:20,0.613s,PASSED
allValues = new java.util.ArrayList(),Chrome 103.0.5060.114,,,2022-07-14 09:05:20,2022-07-14 09:05:20,0.000s,PASSED
array_count = noSPKperItem.size(),Chrome 103.0.5060.114,,,2022-07-14 09:05:20,2022-07-14 09:05:20,0.003s,PASSED
"for ([arr = 0, arr < array_count, (arr++)])",Chrome 103.0.5060.114,,,2022-07-14 09:05:20,2022-07-14 09:05:58,38.435s,PASSED
qty = newQty,Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.000s,PASSED
lebarKertasMinimum_box = 1500,Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.001s,PASSED
width_box = 366,Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.001s,PASSED
outkertas_box = 4,Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.000s,PASSED
expected_outkrts_box = outkertas_box,Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.000s,PASSED
actual_otkrts_box = allValues[0],Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.001s,PASSED
"verifyMatch(actual_otkrts_box, expected_outkrts_box, false)",Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.016s,PASSED
constantDoubleJoint_box = 1,Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.001s,PASSED
out_box = outkertas_box,Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.000s,PASSED
outKnife_box = 1,Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.000s,PASSED
corrBox = constantDoubleJoint_box * Math.floor(newQty / out_box / outKnife_box),Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.011s,PASSED
expected_corr_box = corrBox,Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.001s,PASSED
actual_corr_box = allValues[1],Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.000s,PASSED
"verifyMatch(actual_corr_box, expected_corr_box, false)",Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.006s,PASSED
weightSheetNettoGram_box = 133.08,Chrome 103.0.5060.114,,,2022-07-14 09:05:58,2022-07-14 09:05:58,0.000s,PASSED
