Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo 28 Juni 2022,Chrome 103.0.5060.53,,,2022-06-27 15:41:16,2022-06-27 15:44:23,3m - 6.035s,PASSED
,,,,,,,
Test Cases/Demo 28 Juni 2022/1A_Create Sales Order with 11prcnt PPN (Box Partisi1 Partisi2),Chrome 103.0.5060.53,,,2022-06-27 15:41:17,2022-06-27 15:42:00,43.561s,PASSED
"openBrowser("""")",Chrome 103.0.5060.53,,,2022-06-27 15:41:17,2022-06-27 15:41:20,2.709s,PASSED
"navigateToUrl(""http://localhost:3001/login"")",Chrome 103.0.5060.53,,,2022-06-27 15:41:20,2022-06-27 15:41:22,1.808s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_username""), ""devshelly"")",Chrome 103.0.5060.53,,,2022-06-27 15:41:22,2022-06-27 15:41:23,0.927s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_password""), ""bD8Rq1FIAurX2vfab/lFTQ=="")",Chrome 103.0.5060.53,,,2022-06-27 15:41:23,2022-06-27 15:41:23,0.555s,PASSED
maximizeWindow(),Chrome 103.0.5060.53,,,2022-06-27 15:41:23,2022-06-27 15:41:23,0.156s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/button_login""))",Chrome 103.0.5060.53,,,2022-06-27 15:41:23,2022-06-27 15:41:24,0.457s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.53,,,2022-06-27 15:41:24,2022-06-27 15:41:27,2.889s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Tab Sales Order""))",Chrome 103.0.5060.53,,,2022-06-27 15:41:27,2022-06-27 15:41:28,0.930s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Add New Sales Order""))",Chrome 103.0.5060.53,,,2022-06-27 15:41:28,2022-06-27 15:41:30,2.561s,PASSED
"no_Sales_order_box_partisi = ""tes sebelas box partisi""",Chrome 103.0.5060.53,,,2022-06-27 15:41:30,2022-06-27 15:41:30,0.001s,PASSED
noSalesOrderBoxPartisi = no_Sales_order_box_partisi,Chrome 103.0.5060.53,,,2022-06-27 15:41:30,2022-06-27 15:41:31,0.261s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Input No Sales Order""), no_Sales_order_box_partisi)",Chrome 103.0.5060.53,,,2022-06-27 15:41:31,2022-06-27 15:41:32,1.525s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Sales Person""), ""sujadi"")",Chrome 103.0.5060.53,,,2022-06-27 15:41:32,2022-06-27 15:41:33,1.013s,PASSED
delay(3),Chrome 103.0.5060.53,,,2022-06-27 15:41:33,2022-06-27 15:41:36,3.062s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Sales/303 - Sujadi""))",Chrome 103.0.5060.53,,,2022-06-27 15:41:36,2022-06-27 15:41:37,0.460s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Customer Field""))",Chrome 103.0.5060.53,,,2022-06-27 15:41:37,2022-06-27 15:41:37,0.573s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Customer""), ""jayamas"")",Chrome 103.0.5060.53,,,2022-06-27 15:41:37,2022-06-27 15:41:38,0.927s,PASSED
delay(3),Chrome 103.0.5060.53,,,2022-06-27 15:41:38,2022-06-27 15:41:41,3.017s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Customer/PT Jayamas Medica Industri""))",Chrome 103.0.5060.53,,,2022-06-27 15:41:41,2022-06-27 15:41:42,0.521s,PASSED
