Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo Juli 2022,Chrome 103.0.5060.66,,,2022-07-06 10:04:28,2022-07-06 10:17:31,13m - 3.723s,FAILED
,,,,,,,
Test Cases/SKT ERP/Sales/3 - Create Sales Order with 11prct PPN (Box Layer),Chrome 103.0.5060.66,,,2022-07-06 10:04:28,2022-07-06 10:04:43,15.362s,FAILED
"openBrowser("""")",Chrome 103.0.5060.66,,,2022-07-06 10:04:28,2022-07-06 10:04:32,3.398s,PASSED
"navigateToUrl(""http://localhost:3001/login"")",Chrome 103.0.5060.66,,,2022-07-06 10:04:32,2022-07-06 10:04:33,1.552s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_username""), ""devshelly"")",Chrome 103.0.5060.66,,,2022-07-06 10:04:33,2022-07-06 10:04:34,0.345s,FAILED
"setEncryptedText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_password""), ""bD8Rq1FIAurX2vfab/lFTQ=="")",Chrome 103.0.5060.66,,,2022-07-06 10:04:34,2022-07-06 10:04:34,0.162s,FAILED
maximizeWindow(),Chrome 103.0.5060.66,,,2022-07-06 10:04:34,2022-07-06 10:04:34,0.044s,FAILED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/button_login""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:34,2022-07-06 10:04:34,0.095s,FAILED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:34,2022-07-06 10:04:34,0.076s,FAILED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Tab Sales Order""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:34,2022-07-06 10:04:34,0.091s,FAILED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Add New Sales Order""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:34,2022-07-06 10:04:34,0.073s,FAILED
"no_Sales_order_box_layer = ""git2box2lyr""",Chrome 103.0.5060.66,,,2022-07-06 10:04:34,2022-07-06 10:04:34,0.001s,PASSED
noSalesOrderBoxLayer = no_Sales_order_box_layer,Chrome 103.0.5060.66,,,2022-07-06 10:04:34,2022-07-06 10:04:35,0.373s,PASSED
"qty = ""100""",Chrome 103.0.5060.66,,,2022-07-06 10:04:35,2022-07-06 10:04:35,0.000s,PASSED
qtySalesOrderBoxLayer = qty,Chrome 103.0.5060.66,,,2022-07-06 10:04:35,2022-07-06 10:04:35,0.000s,PASSED
"price = ""9880""",Chrome 103.0.5060.66,,,2022-07-06 10:04:35,2022-07-06 10:04:35,0.001s,PASSED
"price2 = ""9800""",Chrome 103.0.5060.66,,,2022-07-06 10:04:35,2022-07-06 10:04:35,0.000s,PASSED
"price3 = ""10800""",Chrome 103.0.5060.66,,,2022-07-06 10:04:35,2022-07-06 10:04:35,0.000s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Input No Sales Order""), no_Sales_order_box_layer)",Chrome 103.0.5060.66,,,2022-07-06 10:04:35,2022-07-06 10:04:35,0.080s,FAILED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Sales Person""), ""sujadi"")",Chrome 103.0.5060.66,,,2022-07-06 10:04:35,2022-07-06 10:04:35,0.084s,FAILED
delay(3),Chrome 103.0.5060.66,,,2022-07-06 10:04:35,2022-07-06 10:04:38,3.034s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Sales/303 - Sujadi""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:38,2022-07-06 10:04:38,0.092s,FAILED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Customer Field""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:38,2022-07-06 10:04:38,0.076s,FAILED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Customer""), ""pinrang"")",Chrome 103.0.5060.66,,,2022-07-06 10:04:38,2022-07-06 10:04:38,0.068s,FAILED
delay(3),Chrome 103.0.5060.66,,,2022-07-06 10:04:38,2022-07-06 10:04:41,3.010s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Customer/PT Pinrang Pantai Indah""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:41,2022-07-06 10:04:41,0.088s,FAILED
"scrollToElement(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Billing Address Field""), 30)",Chrome 103.0.5060.66,,,2022-07-06 10:04:41,2022-07-06 10:04:41,0.084s,FAILED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Billing Address Field""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:41,2022-07-06 10:04:41,0.071s,FAILED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Address/Billing Address PT Pinrang Pantai Indah""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:41,2022-07-06 10:04:41,0.072s,FAILED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Shipping Address Field""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:41,2022-07-06 10:04:42,0.076s,FAILED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Address/Shipping Address PT Pinrang Pantai Indah""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:42,2022-07-06 10:04:42,0.086s,FAILED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/i_tambah item""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:42,2022-07-06 10:04:42,0.081s,FAILED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Type Field""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:42,2022-07-06 10:04:42,0.094s,FAILED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Tipe Box""))",Chrome 103.0.5060.66,,,2022-07-06 10:04:42,2022-07-06 10:04:42,0.094s,FAILED
