Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo 28 Juni 2022,Chrome 103.0.5060.66,,,2022-06-28 09:20:26,2022-06-28 09:21:41,1m - 15.745s,FAILED
,,,,,,,
Test Cases/Demo 28 Juni 2022/2A_ Verify Calculated Values in Work Order (box partisi1 partisi2),Chrome 103.0.5060.66,,,2022-06-28 09:20:26,2022-06-28 09:21:41,1m - 15.414s,FAILED
"openBrowser("""")",Chrome 103.0.5060.66,,,2022-06-28 09:20:27,2022-06-28 09:20:29,2.731s,PASSED
"navigateToUrl(""http://localhost:3001/login"")",Chrome 103.0.5060.66,,,2022-06-28 09:20:29,2022-06-28 09:20:31,1.714s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_username""), ""devshelly"")",Chrome 103.0.5060.66,,,2022-06-28 09:20:31,2022-06-28 09:20:32,0.985s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_password""), ""bD8Rq1FIAurX2vfab/lFTQ=="")",Chrome 103.0.5060.66,,,2022-06-28 09:20:32,2022-06-28 09:20:33,0.539s,PASSED
maximizeWindow(),Chrome 103.0.5060.66,,,2022-06-28 09:20:33,2022-06-28 09:20:33,0.158s,PASSED
driver = getWebDriver(),Chrome 103.0.5060.66,,,2022-06-28 09:20:33,2022-06-28 09:20:33,0.016s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/button_login""))",Chrome 103.0.5060.66,,,2022-06-28 09:20:33,2022-06-28 09:20:33,0.468s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.66,,,2022-06-28 09:20:33,2022-06-28 09:20:38,4.867s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Tab Release Sales Order""))",Chrome 103.0.5060.66,,,2022-06-28 09:20:38,2022-06-28 09:20:39,1.279s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Button Filters""))",Chrome 103.0.5060.66,,,2022-06-28 09:20:39,2022-06-28 09:20:55,15.852s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Filters by No SO""))",Chrome 103.0.5060.66,,,2022-06-28 09:20:55,2022-06-28 09:20:56,0.563s,PASSED
"noSalesOrder = ""tspdstsbx""",Chrome 103.0.5060.66,,,2022-06-28 09:20:56,2022-06-28 09:20:56,0.001s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Filters by No SO""), noSalesOrder)",Chrome 103.0.5060.66,,,2022-06-28 09:20:56,2022-06-28 09:20:57,0.964s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/button Search in Filters""))",Chrome 103.0.5060.66,,,2022-06-28 09:20:57,2022-06-28 09:20:57,0.612s,PASSED
"scrollToElement(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/button Search in Filters""), 30)",Chrome 103.0.5060.66,,,2022-06-28 09:20:57,2022-06-28 09:20:58,1.106s,PASSED
delay(3),Chrome 103.0.5060.66,,,2022-06-28 09:20:58,2022-06-28 09:21:01,3.047s,PASSED
"Table = driver.findElement(By.xpath(""/html[1]/body[1]/div[1]/div[1]/main[1]/section[1]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]/table[1]/tbody[1]""))",Chrome 103.0.5060.66,,,2022-06-28 09:21:01,2022-06-28 09:21:02,0.327s,PASSED
"rows_table = Table.findElements(By.tagName(""tr""))",Chrome 103.0.5060.66,,,2022-06-28 09:21:02,2022-06-28 09:21:02,0.303s,PASSED
rows_count = rows_table.size(),Chrome 103.0.5060.66,,,2022-06-28 09:21:02,2022-06-28 09:21:02,0.000s,PASSED
isiTable = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-06-28 09:21:02,2022-06-28 09:21:02,0.000s,PASSED
outkrts = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-06-28 09:21:02,2022-06-28 09:21:02,0.000s,PASSED
corr = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-06-28 09:21:02,2022-06-28 09:21:02,0.000s,PASSED
beratbox = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-06-28 09:21:02,2022-06-28 09:21:02,0.000s,PASSED
beratorder = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-06-28 09:21:02,2022-06-28 09:21:02,0.000s,PASSED
berattrim = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-06-28 09:21:02,2022-06-28 09:21:02,0.000s,PASSED
BeratSubstance1 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-06-28 09:21:02,2022-06-28 09:21:02,0.000s,PASSED
