Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo 28 Juni 2022,Chrome 103.0.5060.66,,,2022-06-28 08:25:03,2022-06-28 08:29:17,4m - 14.135s,PASSED
,,,,,,,
Test Cases/Demo 28 Juni 2022/1A_Create Sales Order with 11prcnt PPN (Box Partisi1 Partisi2),Chrome 103.0.5060.66,,,2022-06-28 08:25:03,2022-06-28 08:25:54,51.392s,PASSED
"openBrowser("""")",Chrome 103.0.5060.66,,,2022-06-28 08:25:03,2022-06-28 08:25:06,2.792s,PASSED
"navigateToUrl(""http://localhost:3001/login"")",Chrome 103.0.5060.66,,,2022-06-28 08:25:06,2022-06-28 08:25:08,1.984s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_username""), ""devshelly"")",Chrome 103.0.5060.66,,,2022-06-28 08:25:08,2022-06-28 08:25:09,1.000s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_password""), ""bD8Rq1FIAurX2vfab/lFTQ=="")",Chrome 103.0.5060.66,,,2022-06-28 08:25:09,2022-06-28 08:25:10,0.524s,PASSED
maximizeWindow(),Chrome 103.0.5060.66,,,2022-06-28 08:25:10,2022-06-28 08:25:10,0.161s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/button_login""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:10,2022-06-28 08:25:10,0.429s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:10,2022-06-28 08:25:19,9.232s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Tab Sales Order""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:19,2022-06-28 08:25:20,0.929s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Add New Sales Order""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:20,2022-06-28 08:25:24,3.261s,PASSED
"no_Sales_order_box_partisi = ""thisptsbx""",Chrome 103.0.5060.66,,,2022-06-28 08:25:24,2022-06-28 08:25:24,0.000s,PASSED
noSalesOrderBoxPartisi = no_Sales_order_box_partisi,Chrome 103.0.5060.66,,,2022-06-28 08:25:24,2022-06-28 08:25:24,0.424s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Input No Sales Order""), no_Sales_order_box_partisi)",Chrome 103.0.5060.66,,,2022-06-28 08:25:24,2022-06-28 08:25:25,1.219s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Sales Person""), ""sujadi"")",Chrome 103.0.5060.66,,,2022-06-28 08:25:25,2022-06-28 08:25:26,0.928s,PASSED
delay(3),Chrome 103.0.5060.66,,,2022-06-28 08:25:26,2022-06-28 08:25:29,3.048s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Sales/303 - Sujadi""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:29,2022-06-28 08:25:30,0.456s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Customer Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:30,2022-06-28 08:25:30,0.508s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Customer""), ""jayamas"")",Chrome 103.0.5060.66,,,2022-06-28 08:25:30,2022-06-28 08:25:31,0.923s,PASSED
delay(3),Chrome 103.0.5060.66,,,2022-06-28 08:25:31,2022-06-28 08:25:34,3.013s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Customer/PT Jayamas Medica Industri""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:34,2022-06-28 08:25:35,0.498s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Billing Address Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:35,2022-06-28 08:25:36,1.245s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Address/Billing Address PT Jayamas Media Industri""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:36,2022-06-28 08:25:36,0.561s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Shipping Address Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:36,2022-06-28 08:25:37,0.578s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Address/Shipping Address PT Jayamas Medica Industri""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:37,2022-06-28 08:25:38,0.594s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/i_tambah item""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:38,2022-06-28 08:25:39,0.900s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Type Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:39,2022-06-28 08:25:39,0.500s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Tipe Box""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:39,2022-06-28 08:25:40,0.751s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/MasterCard Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:40,2022-06-28 08:25:40,0.579s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Mastercard/PT Jayamas Medica Industri (1402 - 001076 - BOX USG 250cc (K0173) - WK150 M125)""))",Chrome 103.0.5060.66,,,2022-06-28 08:25:40,2022-06-28 08:25:41,0.748s,PASSED
"qty = ""100""",Chrome 103.0.5060.66,,,2022-06-28 08:25:41,2022-06-28 08:25:41,0.001s,PASSED
qtySalesOrderBoxPartisi = qty,Chrome 103.0.5060.66,,,2022-06-28 08:25:41,2022-06-28 08:25:41,0.000s,PASSED
