Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo Juli 2022,Chrome 103.0.5060.66,,,2022-07-06 10:05:32,2022-07-06 10:08:53,3m - 21.758s,FAILED
,,,,,,,
Test Cases/SKT ERP/Sales/3 - Create Sales Order with 11prct PPN (Box Layer),Chrome 103.0.5060.66,,,2022-07-06 10:05:32,2022-07-06 10:06:16,43.839s,PASSED
"openBrowser("""")",Chrome 103.0.5060.66,,,2022-07-06 10:05:32,2022-07-06 10:05:35,2.691s,PASSED
"navigateToUrl(""http://localhost:3001/login"")",Chrome 103.0.5060.66,,,2022-07-06 10:05:35,2022-07-06 10:05:37,1.645s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_username""), ""devshelly"")",Chrome 103.0.5060.66,,,2022-07-06 10:05:37,2022-07-06 10:05:38,1.004s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_password""), ""bD8Rq1FIAurX2vfab/lFTQ=="")",Chrome 103.0.5060.66,,,2022-07-06 10:05:38,2022-07-06 10:05:38,0.552s,PASSED
maximizeWindow(),Chrome 103.0.5060.66,,,2022-07-06 10:05:38,2022-07-06 10:05:38,0.162s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/button_login""))",Chrome 103.0.5060.66,,,2022-07-06 10:05:38,2022-07-06 10:05:39,0.442s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.66,,,2022-07-06 10:05:39,2022-07-06 10:05:42,2.768s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Tab Sales Order""))",Chrome 103.0.5060.66,,,2022-07-06 10:05:42,2022-07-06 10:05:42,0.803s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Add New Sales Order""))",Chrome 103.0.5060.66,,,2022-07-06 10:05:42,2022-07-06 10:05:45,2.739s,PASSED
"no_Sales_order_box_layer = ""git3box3lyr""",Chrome 103.0.5060.66,,,2022-07-06 10:05:45,2022-07-06 10:05:45,0.001s,PASSED
noSalesOrderBoxLayer = no_Sales_order_box_layer,Chrome 103.0.5060.66,,,2022-07-06 10:05:45,2022-07-06 10:05:46,0.406s,PASSED
"qty = ""100""",Chrome 103.0.5060.66,,,2022-07-06 10:05:46,2022-07-06 10:05:46,0.001s,PASSED
qtySalesOrderBoxLayer = qty,Chrome 103.0.5060.66,,,2022-07-06 10:05:46,2022-07-06 10:05:46,0.000s,PASSED
"price = ""9880""",Chrome 103.0.5060.66,,,2022-07-06 10:05:46,2022-07-06 10:05:46,0.000s,PASSED
"price2 = ""9800""",Chrome 103.0.5060.66,,,2022-07-06 10:05:46,2022-07-06 10:05:46,0.003s,PASSED
"price3 = ""10800""",Chrome 103.0.5060.66,,,2022-07-06 10:05:46,2022-07-06 10:05:46,0.000s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Input No Sales Order""), no_Sales_order_box_layer)",Chrome 103.0.5060.66,,,2022-07-06 10:05:46,2022-07-06 10:05:47,1.066s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Sales Person""), ""sujadi"")",Chrome 103.0.5060.66,,,2022-07-06 10:05:47,2022-07-06 10:05:48,0.892s,PASSED
delay(3),Chrome 103.0.5060.66,,,2022-07-06 10:05:48,2022-07-06 10:05:51,3.038s,PASSED
