Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo 28 Juni 2022,Chrome 103.0.5060.66,,,2022-06-28 08:51:35,2022-06-28 08:54:54,3m - 18.501s,PASSED
,,,,,,,
Test Cases/Demo 28 Juni 2022/1A_Create Sales Order with 11prcnt PPN (Box Partisi1 Partisi2),Chrome 103.0.5060.66,,,2022-06-28 08:51:36,2022-06-28 08:52:33,56.969s,PASSED
"openBrowser("""")",Chrome 103.0.5060.66,,,2022-06-28 08:51:36,2022-06-28 08:51:40,3.413s,PASSED
"navigateToUrl(""http://localhost:3001/login"")",Chrome 103.0.5060.66,,,2022-06-28 08:51:40,2022-06-28 08:51:42,2.784s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_username""), ""devshelly"")",Chrome 103.0.5060.66,,,2022-06-28 08:51:42,2022-06-28 08:51:43,0.883s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_password""), ""bD8Rq1FIAurX2vfab/lFTQ=="")",Chrome 103.0.5060.66,,,2022-06-28 08:51:43,2022-06-28 08:51:44,0.548s,PASSED
maximizeWindow(),Chrome 103.0.5060.66,,,2022-06-28 08:51:44,2022-06-28 08:51:44,0.151s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/button_login""))",Chrome 103.0.5060.66,,,2022-06-28 08:51:44,2022-06-28 08:51:45,0.489s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.66,,,2022-06-28 08:51:45,2022-06-28 08:51:50,5.749s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Tab Sales Order""))",Chrome 103.0.5060.66,,,2022-06-28 08:51:50,2022-06-28 08:51:51,0.911s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Add New Sales Order""))",Chrome 103.0.5060.66,,,2022-06-28 08:51:51,2022-06-28 08:51:54,2.471s,PASSED
"no_Sales_order_box_partisi = ""tspdstsbx""",Chrome 103.0.5060.66,,,2022-06-28 08:51:54,2022-06-28 08:51:54,0.000s,PASSED
noSalesOrderBoxPartisi = no_Sales_order_box_partisi,Chrome 103.0.5060.66,,,2022-06-28 08:51:54,2022-06-28 08:51:54,0.517s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Input No Sales Order""), no_Sales_order_box_partisi)",Chrome 103.0.5060.66,,,2022-06-28 08:51:54,2022-06-28 08:51:55,1.181s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Sales Order/Input Sales Person""), ""sujadi"")",Chrome 103.0.5060.66,,,2022-06-28 08:51:55,2022-06-28 08:51:56,0.962s,PASSED
delay(3),Chrome 103.0.5060.66,,,2022-06-28 08:51:56,2022-06-28 08:51:59,3.043s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Constant/Sales/303 - Sujadi""))",Chrome 103.0.5060.66,,,2022-06-28 08:51:59,2022-06-28 08:52:06,6.801s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Sales Order/Customer Field""))",Chrome 103.0.5060.66,,,2022-06-28 08:52:06,2022-06-28 08:52:07,0.559s,PASSED
